id,name,category,price,rating,country,created_date,rooms_available,reviews_count
330,Smith LLC,Luxury,1703.69,4.3,usa,2024-11-12,465.0,300
331,Rodriguez-Gibson,Resort,322.81,4.6,usa,2024-06-22,238.0,4105
332,Mitchell-Murphy,Hostel,1929.08,3.7,FRANCE,2024-11-21,290.0,4635
333,Vaughn Ltd,Resort,109.63,1.9,Japan,2025-07-17,,1693
334,"Ritter, Bush and Leon",Resort,108.61,1.4,FRANCE,2025-01-27,380.0,2157
335,Gonzalez-Little,Resort,1317.07,3.1,UAE,2024-05-21,208.0,2890
336,Yoder PLC,Boutique,,2.8,Germany,2025-08-13,109.0,1230
337,Gardner PLC,Luxury,846.79,1.5,india,2025-12-08,332.0,3366
338,,Budget,1039.91,1.6,France,2025-01-05,491.0,3321
339,"Powell, Rodriguez and Powell",,1647.97,1.9,usa,2024-05-19,88.0,1797
340,Vaughan Inc,Budget,1036.29,3.7,india,2025-08-03,194.0,3157
341,,Boutique,1658.23,1.7,usa,2024-01-17,273.0,4123
342,"Foster, Moore and Frederick",Boutique,32.36,3.7,UAE,2025-07-16,23.0,4340
343,Mendoza and Sons,Resort,1615.1,4.3,usa,2024-10-13,245.0,1904
344,Robinson Inc,Boutique,402.37,4.2,usa,2023-04-29,193.0,1682
345,Li-Page,Budget,1183.18,3.1,usa,2024-05-27,349.0,3255
346,"Graham, Martinez and Cobb",Resort,1131.41,5.0,usa,2024-05-03,377.0,1131
347,White LLC,Resort,1900.01,3.0,Australia,2024-01-14,351.0,426
348,Harrington-Johnson,luxury,959.19,1.4,Japan,2023-09-09,20.0,3148
349,"Bowen, Winters and Lara",Business,1207.02,4.3,india,2023-08-03,337.0,4244
350,,Boutique,1241.92,2.4,USA,2024-07-21,142.0,3272
351,Hobbs LLC,Boutique,,4.7,FRANCE,2024-11-17,469.0,4775
352,Mcguire Ltd,Boutique,925.88,1.0,France,2024-05-13,38.0,4121
353,Mason-Smith,Business,1631.9,3.8,UAE,2025-03-31,388.0,2782
354,"Jimenez, Brown and Carter",Boutique,979.48,2.5,Germany,2024-06-07,162.0,3378
355,"Rios, Nguyen and Martin",BUDGET,213.23,4.3,UK,2023-06-26,161.0,2896
356,Hall-Hull,Hostel,1822.56,1.8,Germany,2025-04-02,104.0,2045
357,"Booth, Smith and Young",Luxury,1361.35,3.5,FRANCE,2024-11-01,191.0,2583
358,Green PLC,Business,1969.26,2.1,Germany,2025-07-03,270.0,3466
359,Hale-Carter,Resort,1558.53,1.5,FRANCE,2024-09-25,7.0,1726
360,Richardson Inc,Business,547.81,4.8,Australia,2024-05-17,108.0,3433
361,"Nichols, Long and Moore",Business,1155.68,3.7,UK,2023-05-04,285.0,3540
362,Mahoney-Ramos,Hostel,1617.17,3.0,FRANCE,2024-06-26,250.0,2457
363,Anthony-Mitchell,luxury,148.27,2.9,UK,2023-07-21,185.0,2951
364,"Patterson, Mclaughlin and Zuniga",Luxury,721.65,3.4,usa,2023-10-22,90.0,2331
365,Thompson Group,Hostel,184.46,2.9,France,2026-02-02,476.0,2763
366,"Daniels, Torres and Elliott",Luxury,706.94,3.6,Japan,2024-12-21,455.0,3644
367,"Gonzales, Erickson and Mullen",Boutique,845.56,1.1,Germany,2025-07-16,359.0,655
368,Cobb-Marsh,Resort,81.94,4.1,UK,2024-05-28,44.0,3193
369,Wade PLC,Hostel,1067.68,1.1,Australia,2024-10-18,244.0,3827
370,Foster-Erickson,Resort,1898.52,3.4,india,2025-11-02,289.0,3563
371,Mcintosh and Sons,Business,477.44,2.2,UAE,2025-06-27,1.0,4287
372,Cohen Inc,Resort,1384.91,4.0,Japan,10/01/2016,150.0,4890
373,,Resort,891.1,3.9,UAE,2025-06-13,41.0,3458
374,Roberts Group,Boutique,1378.74,4.0,Japan,2025-09-15,94.0,1119
375,Garcia and Sons,Business,999.23,1.6,FRANCE,15/06/2017,145.0,2205
376,Kennedy-Perez,luxury,1002.35,2.2,india,2023-10-26,406.0,259
377,Watson PLC,Luxury,803.07,1.7,Japan,2023-05-20,63.0,2039
378,Gonzalez-Barnes,Luxury,1478.59,3.7,Germany,2024-09-03,160.0,2646
379,"Miller, Wolfe and Briggs",Boutique,529.03,1.8,USA,2024-09-22,58.0,1933
380,"Davis, Warner and Cole",Business,809.74,4.9,usa,2024-04-06,306.0,1269
381,"Holden, Atkinson and Brown",Luxury,696.69,4.0,USA,2024-10-09,360.0,4393
382,Lee-Roach,Boutique,1520.69,2.8,Germany,12/04/2019,371.0,1103
383,,Boutique,1403.16,1.7,Australia,2025-12-23,445.0,4904
384,"Phillips, Michael and Sullivan",Budget,1644.25,2.8,FRANCE,2023-11-09,10.0,2982
385,Logan-Williams,Hostel,1643.53,3.7,FRANCE,2025-07-21,210.0,2638
386,"Kidd, English and Rice",Budget,91.61,1.8,USA,2025-11-15,337.0,4013
387,Hunt-Gardner,Business,1444.16,99.0,india,2024-05-01,240.0,497
388,Miles-Wiley,Business,144.85,3.1,UK,2023-08-18,111.0,4255
389,"Gonzalez, Greer and Sullivan",Budget,1324.05,4.8,FRANCE,2025-03-26,55.0,4723
390,"Stevens, Salinas and Vaughn",Luxury,385.38,2.4,France,2025-06-05,478.0,2886
391,"Green, Ford and Garcia",Business,1277.48,2.3,Germany,2023-11-17,393.0,4507
392,Lopez-Werner,Resort,30.39,-1.0,usa,09/07/1987,456.0,2472
393,Christian-Marshall,Business,,3.8,Japan,2024-01-05,293.0,4682
394,,Budget,1782.56,2.0,Japan,2025-06-23,470.0,1781
395,Norman-Franklin,Budget,1801.08,4.3,UK,2024-09-17,375.0,4720
396,White Ltd,Business,1639.77,4.5,Germany,2023-04-10,476.0,93
397,Bennett-Holmes,Boutique,,1.6,FRANCE,2024-04-15,345.0,3218
398,Moore Inc,Luxury,600.87,1.5,UK,2024-07-24,281.0,3270
399,"Perez, Bartlett and Murphy",Hostel,295.7,3.0,usa,2025-04-06,377.0,4294
400,"Cannon, Sanchez and Clayton",Business,1164.76,2.7,Australia,2024-05-18,305.0,198
401,"Wright, Reid and Gilmore",Resort,897.71,1.9,Australia,2025-09-17,44.0,920
402,Ryan Inc,Budget,1645.66,,UK,2025-04-08,170.0,1712
403,Zamora-Collins,Business,1257.39,3.8,USA,2025-08-13,270.0,356
404,Choi and Sons,Hostel,134.58,1.0,UAE,2024-06-11,468.0,2950
405,,Hostel,1960.19,3.8,Australia,2025-07-07,46.0,1527
406,Graves-Zuniga,Hostel,,3.1,Australia,2024-01-06,10.0,2840
407,Garrett PLC,Boutique,152.16,2.5,USA,2025-06-26,116.0,1242
408,Lewis-Brown,Hostel,1922.39,3.5,Germany,2025-03-08,219.0,2559
409,Gonzalez Group,Budget,1174.63,1.8,France,2023-03-13,269.0,1107
410,"Lopez, Choi and Wright",Hostel,1836.71,3.2,UK,2023-04-06,75.0,241
411,King-Owens,Resort,1498.85,3.5,Japan,2025-08-27,68.0,1513
412,"Wood, Cole and George",Boutique,484.9,3.7,Australia,2023-10-22,69.0,4115
413,"Thornton, Gonzalez and White",Budget,998.15,1.8,USA,2025-12-06,474.0,2210
414,"Curtis, Guzman and Archer",Budget,160.29,4.9,usa,2025-09-18,235.0,2021
415,Ross Inc,Resort,806.48,3.3,FRANCE,2026-01-27,403.0,315
416,Hutchinson PLC,Luxury,514.07,4.9,USA,2024-02-18,323.0,403
417,Olson-Wilson,Business,862.25,1.2,FRANCE,2026-01-30,331.0,3700
418,Monroe-Warren,Boutique,1401.34,2.7,india,09/06/2012,460.0,1654
419,Vega-Flynn,Hostel,1599.08,1.5,UK,2025-12-15,44.0,4291
420,Little-Kim,Boutique,776.0,4.1,Australia,2025-07-16,77.0,1328
421,"Murphy, Norton and Brown",Resort,1468.42,2.2,France,2025-06-07,104.0,28
422,Bradley Ltd,Resort,41.33,2.0,usa,2025-05-01,227.0,650
423,,Business,1128.37,1.2,France,2024-12-29,75.0,265
424,Clark Inc,Luxury,,1.7,Japan,2024-10-31,305.0,4688
425,Taylor Group,Boutique,100.6,2.3,UAE,2024-08-22,432.0,4509
426,"Miller, Montoya and Herrera",Business,845.1,1.8,USA,2024-11-24,323.0,4333
427,"Knapp, Jensen and Dalton",Hostel,1229.42,3.1,usa,2026-01-17,289.0,4066
428,Evans-Lucas,Budget,488.46,1.8,UK,09/05/2024,61.0,1698
429,"Washington, Smith and Nelson",Business,1617.91,3.6,Japan,2026-01-19,154.0,4150
430,"Knight, Baker and Mathis",Business,1457.06,1.1,France,2023-11-29,473.0,3924
431,"Chen, Allen and Wright",Resort,937.42,4.6,india,2025-11-06,381.0,458
432,Burke-Bonilla,Business,66.88,2.3,Australia,2024-09-14,431.0,255
433,Nelson LLC,Budget,797.45,4.5,Japan,2023-07-06,17.0,2224
434,Hooper-Bryant,Resort,626.18,1.7,Australia,2025-09-04,468.0,758
435,,Boutique,700.03,4.5,Japan,2024-06-21,447.0,804
436,"Hodge, Martinez and Kennedy",Budget,102.01,4.5,UK,23/03/1974,352.0,4868
437,"Schmitt, Blackburn and Curtis",Luxury,1328.2,3.3,Japan,2024-02-08,103.0,1577
438,Rubio-Foster,Hostel,324.16,1.1,usa,2025-01-18,278.0,2869
439,Martinez and Sons,Business,367.41,4.6,FRANCE,2026-01-20,242.0,413
440,Gardner-Burton,Budget,1785.81,3.8,india,2023-12-01,419.0,1623
441,Mcdaniel-Peterson,Resort,213.04,3.8,UK,2024-12-18,364.0,3812
442,"Jones, Marshall and Pollard",Boutique,746.0,4.7,Australia,2025-11-24,233.0,3993
443,Sawyer Ltd,Resort,586.05,3.3,FRANCE,2026-01-19,408.0,876
444,Chavez Inc,Boutique,1193.36,2.0,France,2025-05-28,175.0,1705
445,Scott LLC,Resort,704.14,1.7,UK,2026-02-15,429.0,3986
446,"Lewis, Moore and Osborn",Luxury,377.06,1.3,UK,2026-02-19,420.0,3104
447,Kent-Hall,Budget,1777.91,3.5,USA,2023-07-01,232.0,4352
448,Carpenter-Hill,Budget,653.7,4.7,Japan,2025-06-04,368.0,2820
449,"Finley, Dixon and Mason",Boutique,281.28,2.5,FRANCE,2025-06-14,,4587
450,Keller-Hanna,Luxury,1413.38,2.3,UAE,2024-11-17,109.0,1420
451,Henry-Hunter,Business,333.91,3.7,France,12/02/1980,74.0,3987
452,Roman LLC,Budget,849.24,4.2,usa,2025-02-13,233.0,4173
453,"Kelly, Patel and Morton",Budget,1221.01,4.4,Germany,2025-02-25,475.0,4474
454,,BUDGET,252.93,3.8,France,2025-04-17,440.0,2289
455,Gomez Group,Luxury,1272.41,3.7,FRANCE,2025-12-07,28.0,2814
456,,Resort,683.08,4.9,Japan,2024-03-17,,4895
457,"Serrano, Black and Solis",Luxury,1168.94,3.6,Japan,2024-06-25,147.0,3971
458,Gilbert-Adams,Business,1243.12,2.0,UK,2023-03-09,379.0,1238
459,"Davis, Hughes and Hutchinson",Hostel,386.19,1.1,UK,2025-01-22,421.0,1262
460,Austin Inc,Resort,897.16,1.8,Australia,2024-07-14,420.0,950
461,Freeman Ltd,Resort,1512.28,2.5,UAE,2025-03-12,446.0,3561
462,Beltran-Jones,Hostel,1074.6,1.4,FRANCE,2025-02-23,222.0,2233
463,Moon-Oconnell,Hostel,938.38,2.0,usa,2024-05-04,347.0,1473
464,,luxury,,1.4,india,2025-10-12,129.0,1581
465,Herrera-Bonilla,Boutique,1675.85,3.6,UK,2023-03-21,193.0,4637
466,"Zimmerman, Ballard and Vargas",Budget,949.9,3.6,Japan,2026-02-20,342.0,2649
467,Washington Ltd,Luxury,685.33,4.8,Japan,2024-12-15,476.0,1643
468,Lawrence Group,Budget,879.57,1.4,india,2023-05-20,38.0,576
469,"Anderson, Jordan and Schultz",Resort,1291.46,3.7,Japan,2025-08-22,201.0,4707
470,Rocha-Bailey,Resort,1692.78,4.1,FRANCE,2023-11-18,353.0,3949
471,Ramirez PLC,Business,819.21,4.8,UK,2025-12-04,175.0,659
472,Lucas PLC,Budget,107.48,1.8,UAE,2025-11-19,184.0,3985
473,Strong and Sons,Budget,,,Germany,2023-06-26,277.0,2520
474,Allen LLC,Luxury,,4.2,USA,2024-09-06,335.0,4285
475,"Griffith, Morrow and Cook",Budget,488.98,3.9,india,2025-06-20,471.0,375
476,Hall-Morrison,,,4.2,india,2025-11-29,33.0,871
477,Smith and Sons,Luxury,869.64,4.9,UAE,2025-07-29,295.0,4471
478,Leon Group,Luxury,690.94,1.6,UAE,2023-03-28,85.0,3593
479,Martinez LLC,Hostel,1561.99,-1.0,UK,31/12/2003,46.0,4863
480,Kennedy-Sullivan,Resort,436.14,3.1,UAE,2023-04-23,355.0,308
481,"Ford, Santana and Brown",Luxury,1571.69,1.0,Germany,2023-11-14,49.0,2964
482,"Webb, Kennedy and Cohen",Resort,1328.87,1.8,France,2024-03-20,243.0,4075
483,Brown-Frye,,442.89,3.5,india,25/06/1996,474.0,4402
484,Rowland LLC,Luxury,493.54,3.3,UAE,2023-09-29,167.0,1884
485,"Gallagher, Levy and Lee",Hostel,423.91,1.3,usa,2026-01-20,75.0,1770
486,"Torres, Clements and King",Budget,412.49,2.1,Australia,2024-12-17,31.0,2298
487,Becker-Garcia,Budget,463.11,1.6,usa,2025-01-02,284.0,1881
488,Porter Ltd,Budget,1678.87,3.9,Germany,2025-01-27,114.0,4847
489,"Ponce, Peters and Cooper",Resort,108.92,4.1,USA,2023-04-23,415.0,802
490,"Rhodes, Hudson and Haynes",Luxury,831.04,2.4,Germany,2023-09-04,246.0,2497
491,Wood-Morrow,Boutique,,4.1,UAE,2026-01-25,321.0,3803
492,,Resort,685.83,-1.0,Japan,2025-11-17,295.0,1696
493,Wright-Miller,Hostel,1044.03,2.5,USA,2023-03-26,317.0,334
494,Marquez-Moran,Luxury,1553.94,2.3,FRANCE,2023-10-07,481.0,4752
495,Robles Ltd,Budget,1798.93,2.7,USA,2024-08-08,249.0,4107
496,Sandoval PLC,Hostel,1801.92,2.5,UK,2024-10-25,45.0,656
497,Allen LLC,Luxury,573.61,3.0,Germany,2024-07-20,151.0,3412
498,Johnson-Taylor,Business,1483.29,99.0,UK,04/11/1977,428.0,4256
499,Diaz Group,Hostel,987.71,3.1,FRANCE,2024-01-30,68.0,2510
500,"Hart, Hayden and Lopez",Business,123.22,2.8,France,2023-11-23,275.0,2336
501,Wright-Dixon,Hostel,347.67,5.0,usa,2024-03-10,95.0,1680
502,,Business,913.41,3.1,UK,2024-11-28,256.0,1190
503,"Miranda, Carson and Jordan",Hostel,1029.6,2.2,Japan,2024-07-04,294.0,1204
504,"Castro, Wilson and Cain",Business,1471.33,1.6,FRANCE,2023-08-13,,1805
505,Webster and Sons,Hostel,1067.07,4.1,Germany,26/02/2014,229.0,715
506,Stevens PLC,Boutique,1888.5,2.4,France,2025-09-24,198.0,3054
507,Perez-Bryant,Resort,202.57,2.8,UAE,2023-09-24,413.0,3472
508,Nelson and Sons,Boutique,439.33,4.5,Australia,2023-09-24,388.0,3078
509,Johnson Group,Resort,940.38,4.7,Germany,2023-09-25,284.0,4018
510,Strickland-Williams,Business,1487.52,4.2,France,2025-11-16,428.0,3871
511,Smith-Robinson,Budget,1385.05,1.5,Japan,2023-11-13,307.0,2963
512,"Fields, Sherman and James",Hostel,1949.29,2.5,usa,16/12/2023,298.0,479
513,Reeves-Bailey,Business,567.16,4.6,Australia,23/08/2008,328.0,629
514,Kelley LLC,Luxury,359.26,2.3,Japan,2023-03-13,186.0,785
515,Stephens and Sons,Budget,764.84,2.4,France,2025-02-05,114.0,1543
516,Evans and Sons,Boutique,1433.72,4.2,UAE,2024-03-24,420.0,1075
517,Martin PLC,Business,900.62,3.1,Australia,2023-09-29,382.0,971
518,Hood-Ortega,Budget,443.39,2.7,UK,2024-08-13,388.0,3532
519,Sellers LLC,Boutique,954.09,1.2,Japan,2025-01-22,401.0,1014
520,Bell PLC,Budget,87.64,4.0,Japan,2023-03-17,83.0,4101
521,Wilkinson-Shepherd,Luxury,1168.92,99.0,Germany,2024-05-01,387.0,4400
522,Hutchinson-Olson,Boutique,965.19,1.7,UK,2026-01-04,195.0,3474
523,"Wilson, Marks and Blake",Business,247.32,4.0,Japan,2025-04-30,,2687
524,"Robinson, Conway and Kline",Hostel,1953.07,3.2,Japan,2023-04-29,439.0,570
525,Oliver Group,Business,1997.48,1.4,india,2023-07-03,62.0,1174
526,"Williams, Miller and Wolfe",Hostel,1956.37,4.9,Australia,2024-12-11,207.0,1005
527,Rodriguez Group,Hostel,1199.49,4.2,UAE,2024-03-26,487.0,3313
528,Graves-Maldonado,Resort,523.86,3.5,France,04/03/1975,426.0,558
529,,Boutique,330.89,1.4,UK,2024-11-06,253.0,3817
530,"Robbins, Elliott and Garcia",Business,1624.68,1.1,USA,2025-07-10,61.0,3142
531,Freeman-Shields,Luxury,,4.4,Japan,2025-09-21,221.0,1101
532,"Bennett, Downs and Johnson",Boutique,1330.35,3.3,india,2023-09-12,29.0,3206
533,Holland-Clark,Hostel,1956.23,1.1,USA,2025-02-25,415.0,4783
534,"Mccann, Anderson and Daniels",Luxury,1984.13,1.2,Germany,2024-09-17,304.0,695
535,Holmes-Holder,Business,1090.68,,UAE,2024-02-07,137.0,167
536,Khan-Abbott,Resort,665.17,3.0,Germany,2024-08-19,392.0,2781
537,"Johnson, Mcgee and Mccormick",Budget,1699.25,4.4,FRANCE,2024-09-28,153.0,4698
538,Reynolds Inc,Luxury,1169.04,2.1,usa,2023-05-10,108.0,2845
539,"Chen, Brewer and King",Business,1093.7,2.6,usa,2023-05-19,281.0,1479
540,Anderson Inc,Budget,449.52,4.0,india,2024-01-31,415.0,3553
541,"Howard, Hodge and Delgado",Budget,321.06,3.7,Japan,2024-12-26,441.0,527
542,Gallagher-Price,Business,535.2,2.6,UK,2025-07-30,,2543
543,Davis Group,Hostel,427.92,1.1,Japan,2024-01-13,437.0,345
544,Richards-Evans,luxury,617.02,4.8,Australia,2024-05-18,204.0,1151
545,"Perez, Curry and Rodgers",Luxury,1663.09,4.7,Japan,2024-10-08,308.0,1001
546,Kramer-Peterson,Hostel,1504.3,2.7,France,2025-07-10,141.0,3600
547,Logan Inc,Boutique,1898.96,2.7,Germany,2025-01-27,480.0,1187
548,Washington Group,Luxury,1813.3,,USA,2025-10-11,123.0,2072
549,Brooks PLC,Business,1379.94,1.9,india,2024-05-21,202.0,2093
550,Ho-Santiago,Business,1783.79,3.5,UAE,2024-03-20,42.0,4027
551,"Leonard, Snyder and Lee",Hostel,1839.54,1.6,Japan,2023-12-05,309.0,4486
552,Salinas-Walsh,luxury,391.97,3.6,USA,2025-06-25,161.0,4717
553,Gibson-Barr,Hostel,1698.51,4.2,Australia,2025-02-22,69.0,2135
554,Alvarez and Sons,Business,846.56,4.5,usa,2023-09-25,473.0,4575
555,"Rivera, Reed and Dennis",Resort,1411.48,2.6,UAE,2025-08-04,491.0,3014
556,"Yates, Lopez and Osborne",,1842.38,3.7,UK,2025-08-21,485.0,2180
557,Turner LLC,Budget,1990.56,3.7,UAE,2024-03-19,15.0,2377
558,Lyons and Sons,Budget,1378.01,1.0,France,2024-11-12,204.0,1738
559,Rodriguez-Mitchell,Business,1127.29,4.7,india,2024-07-24,481.0,4900
560,Goodwin-Dennis,,625.94,2.5,FRANCE,27/03/2019,87.0,4126
561,Dominguez-Bryant,Luxury,1074.93,1.5,USA,2025-04-17,499.0,2301
562,"Jackson, Freeman and Simmons",Business,1530.28,2.3,France,2026-01-15,392.0,1239
563,Gibson-Morales,Resort,322.78,1.1,Japan,2023-04-09,60.0,4054
564,Reed LLC,Resort,251.61,1.6,Australia,2024-10-19,93.0,1378
565,Jones-Nguyen,Hostel,1179.59,3.1,usa,2025-02-25,127.0,4080
566,Lowe Ltd,,270.32,4.7,UK,2025-01-17,42.0,3770
567,"Guzman, Curry and Stanley",Business,41.44,3.6,india,2024-10-22,376.0,4662
568,"Lee, Bryant and Stevens",Business,139.4,4.8,UAE,2024-08-25,123.0,3267
569,Barnes Ltd,Resort,1512.54,1.5,india,2025-12-25,472.0,2540
570,Carroll-Massey,Luxury,1039.93,4.5,india,2023-10-03,47.0,3461
571,Dean and Sons,Resort,1041.28,3.7,France,2025-08-22,332.0,4298
572,Porter-Leblanc,Resort,1968.85,2.2,Germany,2024-04-26,25.0,4513
573,,Resort,945.37,4.3,Australia,2025-07-17,258.0,133
574,"Curtis, Fry and Jackson",Budget,119.16,3.8,Australia,2025-10-11,344.0,3685
575,Velasquez LLC,Budget,184.09,2.0,UK,2024-04-06,,3235
576,"Wright, Dawson and Alvarez",Hostel,1325.7,3.9,Japan,2024-06-01,185.0,3235
577,Diaz-Thompson,Budget,61.29,4.4,Germany,2024-02-01,124.0,3569
578,Stewart Ltd,Luxury,942.95,1.1,France,2023-08-27,228.0,3973
579,Garza-Rodriguez,Budget,1664.02,2.3,UK,2025-10-12,213.0,4060
580,"Johnson, Hall and Best",Business,,3.1,usa,2024-12-31,445.0,3996
581,"Diaz, Ponce and Mathis",,155.12,2.7,india,2025-07-25,331.0,2840
582,Ferrell-Strickland,Hostel,707.38,1.9,Australia,2023-06-18,367.0,3837
583,Johnston-Fox,Resort,1356.02,4.2,France,2025-03-15,384.0,706
584,"Larson, Tucker and Williams",Boutique,1593.16,3.0,Germany,2024-05-06,,148
585,Hess Inc,Budget,1792.08,99.0,Australia,2023-04-29,62.0,4603
586,Romero-Butler,Business,1547.09,4.6,FRANCE,2025-11-10,26.0,3586
587,Martinez Ltd,Luxury,1231.02,1.4,FRANCE,29/04/2022,323.0,967
588,Holden Group,Business,1531.07,4.5,France,2024-09-25,71.0,1007
589,"Lamb, Tyler and Wright",Luxury,1624.02,3.0,UK,2023-11-19,213.0,2954
590,Fowler-David,Boutique,479.52,2.7,UAE,2024-08-24,265.0,2963
591,"Baldwin, White and Ray",Hostel,1888.98,2.3,France,2024-12-16,19.0,1236
592,Wilson-Dixon,Hostel,1755.35,2.7,FRANCE,2024-11-02,161.0,2819
593,Knight-Martinez,Budget,908.99,3.2,usa,2023-05-29,455.0,3313
594,"Black, Wells and Gonzalez",Boutique,1458.44,1.5,FRANCE,2024-04-24,283.0,2557
595,Lewis PLC,Luxury,1093.67,4.3,Japan,2023-04-04,57.0,491
596,"Young, Foster and Hernandez",Luxury,,1.5,Japan,2023-06-12,,2776
597,"Cooper, Solis and Gomez",Boutique,1876.95,4.4,Germany,2025-01-22,402.0,4692
598,"Arnold, Greene and Farmer",Budget,1047.41,4.1,india,2024-08-20,425.0,3375
599,Mullen PLC,Resort,183.8,2.6,FRANCE,2025-09-22,136.0,4786
600,"Lynch, Miller and Murray",Resort,851.34,3.0,india,2025-06-24,361.0,4204
601,"Miller, Brewer and Hill",Resort,,3.2,UK,2025-02-03,62.0,3027
602,,Business,767.69,1.1,France,2025-11-17,25.0,2499
603,Nelson-Medina,Resort,,1.3,USA,2023-09-19,290.0,3705
604,Mata-Simmons,Hostel,291.63,3.5,india,2026-01-30,373.0,2664
605,Mccarthy LLC,Resort,808.93,4.8,india,2024-06-20,444.0,1356
606,Jones-Odonnell,Hostel,1300.96,1.3,usa,2025-11-25,491.0,4671
607,Coleman-Norris,Luxury,1874.28,1.1,Germany,2025-03-17,455.0,4747
608,Kennedy-Davidson,Resort,998.2,2.4,France,2025-11-17,163.0,3129
609,Wright-Simmons,Budget,389.86,1.6,UAE,2024-08-22,493.0,2664
610,Miller Inc,Luxury,843.26,2.5,UK,2023-12-07,306.0,4800
611,Carter-Stewart,Luxury,657.12,1.3,USA,2025-03-31,454.0,152
612,Beasley-Smith,Budget,1313.56,3.3,india,2025-12-24,105.0,1166
613,"Chase, Baker and Nunez",Boutique,1923.86,1.2,india,2024-12-13,335.0,1371
614,Lindsey Inc,Boutique,1369.6,4.4,Germany,2025-06-06,24.0,1322
615,"Duncan, Richardson and Tyler",Resort,1666.08,5.0,UAE,2023-10-01,411.0,2607
616,Harris LLC,Hostel,514.48,2.4,india,2024-06-16,468.0,1095
617,,Luxury,843.93,3.8,UAE,2025-04-20,333.0,635
618,Pratt Ltd,Resort,725.4,4.3,Australia,2025-12-04,416.0,69
619,Douglas Group,Luxury,68.97,4.7,Australia,2025-06-07,321.0,2483
620,Holmes LLC,Business,,3.8,usa,2023-10-17,421.0,3244
621,Rosario Group,Budget,1329.88,3.7,usa,2025-03-29,382.0,532
622,Nichols LLC,Boutique,570.43,1.1,FRANCE,2023-06-17,453.0,3718
623,Jones-Miller,Hostel,1879.36,5.0,Japan,2023-03-29,254.0,2961
624,,Luxury,857.52,1.0,Germany,2023-08-21,414.0,207
625,Hensley-Bass,Luxury,417.85,1.3,UK,14/11/2015,13.0,4854
626,Johnson PLC,Budget,499.57,1.2,Australia,2025-03-05,38.0,4914
627,Branch-Martin,Boutique,1949.82,2.5,UK,2025-09-17,411.0,3620
628,Bailey LLC,Luxury,1131.74,2.5,UK,2024-06-26,443.0,4911
629,Duke-Mills,Resort,1763.48,2.4,USA,2025-02-23,99.0,884
630,Hill-Rivera,Budget,278.18,2.4,india,2025-04-11,125.0,1127
631,Beck-Duke,Resort,1313.86,3.3,FRANCE,2023-11-22,159.0,4942
632,"Davis, Davis and Mann",,314.86,4.3,FRANCE,2025-02-22,101.0,1641
633,"Nolan, Sampson and Garrison",Budget,1398.72,3.4,Australia,2023-05-20,172.0,2454
634,"Wolf, Hamilton and Moore",Luxury,1842.31,3.8,india,2024-08-23,377.0,2715
635,Simpson Inc,Luxury,175.25,99.0,France,2024-09-05,300.0,2948
636,,Budget,546.14,4.4,Germany,2025-11-15,,2144
637,,Resort,1773.47,1.8,india,2024-08-14,339.0,1403
638,"Gutierrez, Hall and Wells",Resort,158.79,4.7,Germany,2024-11-16,192.0,2604
639,"Daniels, Smith and Colon",Luxury,1187.03,2.2,France,2025-02-13,408.0,2294
640,"Bowers, Robinson and Cox",Resort,190.37,3.7,UK,2024-03-13,452.0,4171
641,Kennedy LLC,Hostel,1398.18,3.0,Japan,2024-09-14,405.0,4783
642,"Prince, Martinez and Flores",Resort,809.92,4.6,usa,2024-05-27,131.0,4510
643,Branch LLC,Boutique,1180.41,3.5,UAE,2023-11-06,189.0,4075
644,"Bullock, Mitchell and Thompson",Budget,179.5,2.2,FRANCE,2024-02-29,403.0,2264
645,"Murphy, Stone and Martinez",Luxury,687.5,2.0,Japan,2023-09-12,71.0,4449
646,,Business,825.51,3.3,USA,2025-12-26,390.0,1222
647,Davis PLC,Budget,1046.18,4.0,india,2025-05-02,434.0,1538
648,"Sanchez, Jones and Thompson",Resort,1130.14,3.3,France,2024-12-07,256.0,2905
649,"Jones, Alexander and Hart",Resort,1390.32,3.3,usa,2023-07-11,79.0,2705
650,Guzman LLC,Boutique,1960.94,2.6,FRANCE,2023-10-02,169.0,4665
651,Johnson Group,Budget,1119.23,,usa,2023-12-30,36.0,3161
652,Mathis LLC,Luxury,756.24,-1.0,UAE,2025-08-05,67.0,4394
653,"Thomas, Haynes and Foster",Budget,435.18,3.8,india,2025-02-19,159.0,4812
654,"Stephens, Aguirre and Henry",Budget,,1.3,UAE,2023-10-20,169.0,4663
655,"Hodges, Henry and Hammond",Hostel,1303.21,2.4,Japan,2024-12-28,436.0,1434
656,Jones-Gonzalez,Resort,1824.34,3.3,UAE,2025-03-29,,1293
657,Harding-Johnson,Luxury,1453.15,3.0,FRANCE,2025-12-23,387.0,861
658,Smith-Gray,Budget,1026.95,1.3,india,2025-04-22,439.0,1592
659,,Budget,1504.89,1.3,FRANCE,2023-04-23,225.0,1148
660,Mayo LLC,Luxury,379.16,4.0,France,2026-02-28,347.0,2238
661,Garcia and Sons,Luxury,1078.63,1.2,FRANCE,2024-12-07,460.0,842
662,Miller Ltd,Luxury,,1.8,Germany,2023-10-20,47.0,131
663,Clements-Maldonado,Budget,154.45,1.4,France,2026-01-19,,4198
